Sr No,Date ddmmyyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investorsxe2x80x99 Name,InvestmentnType,Amount in USD,Remarks
1537,15/07/2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"6,000,000",nan
1538,18/07/2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"650,000",nan
1539,18/07/2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,"650,000",nan
1540,18/07/2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"30,000,000",nan
1541,18/07/2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,N/A,nan
1542,18/07/2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,N/A,nan
1543,19/07/2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,"10,000,000",nan
1544,19/07/2016,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"15,000,000",nan
1545,19/07/2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,"1,000,000",nan
1546,19/07/2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,"250,000",nan
1547,20/07/2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,"1,000,000",nan
1548,20/07/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"595,000",nan
1549,20/07/2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,N/A,nan
1550,21/07/2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,"1,000,000",nan
1551,21/07/2016,AbeRuk,eCommerce,Online Marketplace for books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,N/A,nan
1552,21/07/2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,"595,000",nan
1553,21/07/2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",nan,nan,nan
1554,01/6/2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,N/A,nan
1555,01/6/2016,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,N/A,nan
1556,02/6/2016,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,N/A,nan
1557,02/6/2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,N/A,nan
1558,02/6/2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"1,000,000",nan
1559,02/6/2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,N/A,nan
1560,02/6/2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"1,000,000",nan
1561,03/6/2016,iCliniq,Consumer Internet,Doctor Consultation platform,Bangalore,MadhanKumar Madathupalayam,Seed Funding,N/A,nan
1562,03/6/2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,"75,000",nan
1563,03/6/2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,"2,000,000",nan
1564,06/6/2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"448,000",nan
1565,07/06/2016,CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,"4,000,000",nan
1566,07/06/2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,"2,000,000",nan
1567,07/06/2016,Intgrea,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,"100,000",nan
1568,07/06/2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"23,000,000",nan
1569,07/06/2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"1,000,000",nan
1570,08/06/2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,"1,000,000",nan
1571,08/06/2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"500,000",nan
1572,08/06/2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"200,000",nan
1573,08/06/2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,N/A,nan
1574,08/06/2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,N/A,nan
1575,08/06/2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,"16,000,000",nan
1576,08/06/2016,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,N/A,nan
1577,08/06/2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,"200,000",nan
1578,09/06/2016,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,N/A,nan
1579,09/06/2016,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,N/A,nan
1580,09/06/2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,"2,000,000",nan
1581,10/06/2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,N/A,nan
1582,10/06/2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"500,000",nan
1583,10/06/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,N/A,nan
1584,10/06/2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,N/A,nan
1585,10/06/2016,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,N/A,nan
1586,11/06/2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,N/A,nan
1587,11/06/2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,N/A,nan
1588,11/06/2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,N/A,nan
1589,13/06/2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,N/A,nan
1590,13/06/2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,"1,000,000",nan
1591,13/06/2016,Matrubharti,Consumer Internet,e-Book Publisher,,Viridian Capital,Seed Funding,"30,000",nan
1592,14/06/2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,N/A,nan
1593,14/06/2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,N/A,nan
1594,14/06/2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,N/A,nan
1595,14/06/2016,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"6,000,000",nan
1596,14/06/2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"1,000,000",nan
1597,14/06/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,"4,400,000",nan
1598,15/06/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"450,000",nan
1599,15/06/2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,N/A,nan
1600,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,"450,000",nan
1601,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,"600,000",nan
1602,16/06/2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,N/A,nan
1603,16/06/2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,N/A,nan
1604,16/06/2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,"20,000,000",nan
1605,16/06/2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,N/A,nan
1606,17/06/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"12,000,000",nan
1607,17/06/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,"900,000",nan
1608,17/06/2016,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"5,200,000",nan
1609,17/06/2016,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,N/A,nan
1610,17/06/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,N/A,nan
1611,20/06/2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,N/A,nan
1612,20/06/2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,N/A,nan
1613,20/06/2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,N/A,nan
1614,21/06/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"150,000",nan
1615,21/06/2016,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,N/A,nan
1616,21/06/2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,N/A,nan
1617,21/06/2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,N/A,nan
1618,21/06/2016,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,"400,000",nan
1619,21/06/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"225,000",nan
1620,21/06/2016,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,N/A,nan
1621,21/06/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"150,000",nan
1622,21/06/2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"6,000,000",nan
1623,22/06/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"150,000",nan
1624,23/06/2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,"3,500,000",nan
1625,23/06/2016,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"210,000",nan
1626,23/06/2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,N/A,nan
1627,23/06/2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,N/A,nan
1628,24/06/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"50,000",nan
1629,24/06/2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,N/A,nan
1630,24/06/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,"500,000",nan
1631,24/06/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,"6,000,000",nan
1632,24/06/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,"3,000,000",nan
1633,24/06/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,"148,000",nan
1634,27/06/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"1,200,000",nan
1635,27/06/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,"100,000",nan
1636,27/06/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,N/A,nan
1637,27/06/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,"3,000,000",nan
1638,28/06/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,"8,000,000",nan
1639,28/06/2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,"300,000",nan
1640,28/06/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"32,000,000",nan
1641,28/06/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,"295,000",nan
1642,28/06/2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,N/A,nan
1643,28/06/2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,N/A,nan
1644,29/06/2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,"100,000",nan
1645,29/06/2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,"50,000",nan
1646,29/06/2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,N/A,nan
1647,29/06/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,"1,500,000",nan
1648,30/06/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,"25,000,000",nan
1649,30/06/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,"220,000",nan
1650,30/06/2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,N/A,nan
1651,30/06/2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,"368,000",nan
1654,01/5/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,N/A,nan
1655,01/5/2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,"376,000",nan
1656,01/5/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,"145,000",nan
1657,02/5/2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,N/A,nan
1658,03/5/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,"50,000,000",nan
1659,03/5/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,N/A,nan
1660,03/5/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,"250,000",nan
1661,03/5/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,N/A,nan
1662,03/5/2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"180,000",nan
1663,03/5/2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,N/A,nan
1664,04/5/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"200,000",nan
1665,04/5/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,"60,000,000",nan
1666,04/5/2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,"12,000,000",nan
1667,04/5/2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,"200,000",nan
1668,04/5/2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,"200,000",nan
1669,04/5/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,"150,000",nan
1670,04/5/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,"500,000",nan
1671,04/5/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,"500,000",nan
1672,04/5/2016,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,"500,000",nan
1673,05/5/2016,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,N/A,nan
1674,05/5/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,"375,000",nan
1675,06/5/2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,"1,000,000",nan
1676,06/5/2016,Meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,N/A,nan
1677,07/5/2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,"75,000",nan
1678,09/5/2016,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,"2,750,000",nan
